,snowfall_sum (cm),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm),elevation,daysince,sinday,cosday,sindmo,cosdmo,year,sinrise,cosrise,sinset,cosset,city_b,city_le,city_lh,city_p,city_q,city_sa,city_si,city_su,city_t,city_u,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),pressure_msl (hPa),surface_pressure (hPa),cloudcover (%),cloudcover_low (%),cloudcover_high (%),shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windgusts_10m (km/h),vapor_pressure_deficit (kPa),temp_2m_diff,app_temp_diff,soil_temp,soil_moist,windspeed,winddirect
0,0.0,16.9,4.45,0,1306,0.7247927872291398,0.6889669190756658,-0.06750974685836769,-0.9977186146800706,2021,0.9958049275746618,0.09150161866340252,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.129166666666663,65.16666666666667,20.5875,33.25,1011.025,1013.325,13.625,8.0,2.6666666666666665,240.625,44.958333333333336,291.09166666666664,12.691666666666668,1.4233333333333331,6.9999999999999964,8.600000000000001,29.97604166666667,0.12012500000000001,5.754166666666666,135.875
1,0.0,21.6,4.32,0,1307,0.8486442574947318,0.5289640103269933,-0.08435106604304186,-0.9964360981304332,2021,0.9958049275746618,0.09150161866340252,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.10833333333333,69.0,21.55,33.53333333333333,1012.0916666666668,1014.3916666666668,20.5,5.833333333333333,12.458333333333334,231.54166666666663,51.04166666666666,267.2916666666667,14.808333333333332,1.2708333333333333,6.199999999999999,7.099999999999998,29.865625,0.12046874999999996,7.302083333333334,150.97916666666669
2,0.0,32.4,4.73,0,1308,0.9377521321470849,0.3473052528448085,-0.10116832198743086,-0.9948693233918953,2021,0.9958049275746618,0.09150161866340252,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.104166666666668,70.08333333333333,21.745833333333334,33.483333333333334,1012.35,1014.65,16.666666666666668,6.25,23.416666666666668,241.83333333333331,45.0,296.18333333333334,18.2875,1.235,6.900000000000002,6.300000000000001,29.923958333333335,0.11949999999999994,11.21875,132.58333333333331
3,0.0,29.2,4.96,0,1309,0.9884683243281035,0.15142777750462835,-0.11795671715084285,-0.993018737425934,2021,0.9958049275746618,0.09150161866340252,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,27.775,70.5,21.379166666666663,33.458333333333336,1012.6791666666668,1014.9791666666666,21.75,2.9166666666666665,53.333333333333336,256.7916666666667,42.375,318.20416666666665,18.341666666666665,1.2254166666666666,6.300000000000001,5.699999999999996,29.88125,0.1187083333333333,10.81875,131.79166666666666
4,0.0,36.7,4.99,0,1310,0.998716507171053,-0.05064916883870924,-0.13471146222585953,-0.9908848681582391,2021,0.9953961983671787,0.09584575252022406,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,27.65833333333333,71.625,21.604166666666668,33.237500000000004,1012.2791666666668,1014.5791666666668,28.70833333333333,2.125,84.83333333333333,252.75,47.583333333333336,303.7583333333333,21.53333333333333,1.17625,5.599999999999998,4.399999999999999,29.817708333333332,0.11790624999999998,13.679166666666667,115.54166666666669
5,0.0,33.8,4.68,0,1311,0.9680771188662072,-0.2506525322587094,-0.1514277775045769,-0.9884683243281114,2021,0.9953961983671787,0.09584575252022406,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,27.891666666666666,73.58333333333333,22.42083333333333,33.47083333333333,1012.2375,1014.5375,34.333333333333336,13.375,51.625,236.41666666666663,51.375,279.25,23.204166666666666,1.0762500000000002,4.699999999999999,4.200000000000003,29.840625000000003,0.11737499999999998,14.80625,110.95833333333331
6,0.0,34.6,4.63,0,1312,0.8978045395707502,-0.44039415155761674,-0.16810089424214658,-0.985769795314804,2021,0.9953961983671787,0.09584575252022406,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.025,74.25,22.7125,33.645833333333336,1011.9875,1014.2875,31.041666666666668,13.666666666666666,24.70833333333333,239.29166666666663,47.458333333333336,285.0625,24.59166666666667,1.055416666666667,4.600000000000001,4.5,29.818750000000005,0.11832291666666664,15.904166666666667,107.33333333333331
7,0.0,29.9,4.51,0,1313,0.7907757369377154,-0.612105982547641,-0.1847260560171894,-0.9827900509408579,2021,0.9953961983671787,0.09584575252022406,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,27.541666666666668,75.41666666666667,22.566666666666663,33.550000000000004,1011.1458333333334,1013.4458333333332,43.083333333333336,12.875,59.25,233.75,51.66666666666666,270.5833333333333,21.84166666666667,0.97125,4.899999999999999,5.399999999999999,29.64375,0.12083333333333329,13.520833333333334,118.14583333333334
8,0.0,27.7,4.88,0,1314,0.651372482722206,-0.7587581226928047,-0.2012985200886618,-0.9795299412524942,2021,0.9949685182509117,0.10018806161207654,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,27.78333333333333,70.0,21.308333333333334,33.233333333333334,1011.1916666666666,1013.4916666666668,12.625,5.333333333333333,10.75,249.58333333333331,44.79166666666666,303.825,19.425,1.2375,5.800000000000001,5.800000000000001,29.755208333333336,0.11927083333333333,10.816666666666666,129.35416666666669
9,0.0,30.2,5.37,0,1315,0.4853019625311192,-0.874346616144561,-0.217813558748848,-0.9759903962771161,2021,0.9949685182509117,0.10018806161207654,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,27.22083333333333,64.5,19.258333333333333,31.475,1011.9833333333332,1014.2833333333332,7.083333333333333,0.4166666666666667,21.70833333333333,275.6666666666667,41.25,346.83750000000003,20.2875,1.4279166666666667,7.800000000000001,7.600000000000001,29.695833333333336,0.11767708333333332,11.91875,139.16666666666666
10,0.0,34.2,4.73,0,1316,0.299363122973353,-0.9541392564000504,-0.23426646067208026,-0.9721724257579911,2021,0.9949685182509117,0.10018806161207654,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,27.03333333333333,71.08333333333333,20.745833333333334,32.354166666666664,1012.2958333333332,1014.5958333333332,27.45833333333333,0.2916666666666667,32.5,244.75,46.333333333333336,281.425,18.404166666666665,1.185,7.5,9.0,29.71875,0.11844791666666662,10.09375,145.08333333333331
11,0.0,26.3,4.85,0,1317,0.101168321987435,-0.9948693233918948,-0.2506525322587203,-0.9680771188662044,2021,0.9945218953682733,0.10452846326765346,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.15416666666667,71.625,22.05,33.96666666666667,1011.0083333333332,1013.3083333333334,22.5,3.125,40.29166666666666,266.5,42.54166666666666,326.675,12.775,1.20125,6.900000000000002,7.699999999999999,29.78229166666667,0.12659374999999995,6.1375,129.375
12,0.0,41.4,5.08,0,1318,-0.10116832198742136,-0.9948693233918963,-0.26696709897414966,-0.9637056438899414,2021,0.9945218953682733,0.10452846326765346,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,27.820833333333336,70.20833333333333,21.3625,33.30833333333333,1010.05,1012.35,4.25,1.6666666666666667,6.875,261.6666666666667,46.25,318.6083333333333,19.8125,1.2395833333333333,6.699999999999996,5.399999999999999,29.640625,0.12419791666666666,11.704166666666666,129.95833333333334
13,0.0,37.1,5.37,0,1319,-0.29936312297333995,-0.9541392564000545,-0.28320550668230365,-0.9590592479012022,2021,0.9945218953682733,0.10452846326765346,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.058333333333334,68.66666666666667,21.09583333333333,33.38333333333333,1011.1541666666668,1013.4541666666668,7.791666666666667,4.666666666666667,8.625,273.375,42.04166666666666,336.6,22.391666666666666,1.32,5.900000000000002,4.599999999999998,29.734375,0.1207708333333333,14.066666666666666,117.0
14,0.0,32.4,5.27,0,1320,-0.48530196253105745,-0.8743466161445952,-0.2993631229733558,-0.9541392564000495,2021,0.9940563382223196,0.10886687485196474,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.116666666666664,66.83333333333333,20.84583333333333,33.0625,1012.225,1014.525,10.583333333333334,3.333333333333333,15.125,270.375,42.29166666666666,331.6333333333333,20.025,1.3770833333333332,6.100000000000001,5.700000000000003,29.93541666666667,0.11797916666666666,12.76875,123.8125
15,0.0,19.8,5.24,0,1321,-0.6513724827221957,-0.7587581226928137,-0.31543533848525496,-0.9489470729364692,2021,0.9940563382223196,0.10886687485196474,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.445833333333336,63.66666666666666,20.104166666666668,33.65,1011.3041666666668,1013.6041666666666,9.166666666666666,1.2083333333333333,24.125,271.7083333333333,43.54166666666666,328.96666666666664,14.420833333333334,1.57125,7.5,8.399999999999999,30.2125,0.1156145833333333,8.485416666666667,129.9375
16,0.0,26.6,4.71,0,1322,-0.7907757369377071,-0.6121059825476519,-0.3314175682186369,-0.9434841787099798,2021,0.9940563382223196,0.10886687485196474,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.316666666666663,66.95833333333333,21.183333333333334,33.375,1009.8583333333332,1012.1583333333332,29.291666666666668,6.458333333333333,48.91666666666666,244.58333333333331,51.958333333333336,276.65416666666664,16.254166666666666,1.3683333333333334,5.599999999999998,5.599999999999998,30.223958333333332,0.11426041666666666,9.53125,128.20833333333331
17,0.0,19.1,4.01,0,1323,-0.8978045395707192,-0.44039415155768014,-0.3473052528448163,-0.937752132147082,2021,0.9935718556765875,0.11320321376790661,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.141666666666666,66.33333333333333,20.9125,33.56666666666667,1009.7916666666666,1012.0916666666668,58.54166666666666,19.0,96.875,215.625,62.875,211.47916666666663,11.929166666666667,1.3645833333333333,6.199999999999999,7.099999999999998,30.215625,0.1143645833333333,4.027083333333334,155.6875
18,0.0,20.5,4.52,0,1324,-0.9680771188662037,-0.2506525322587227,-0.3630938600064722,-0.9317525684566694,2021,0.9935718556765875,0.11320321376790661,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.2125,65.125,20.654166666666665,33.15,1010.5666666666666,1012.8666666666668,51.5,15.833333333333334,91.45833333333331,232.70833333333331,75.125,217.27916666666667,14.1375,1.43,7.300000000000001,7.800000000000001,29.984374999999996,0.11755208333333333,6.654166666666667,131.47916666666666
19,0.0,19.4,4.77,0,1325,-0.9987165071710523,-0.05064916883872294,-0.37877888561057527,-0.9254871991635599,2021,0.9930684569549263,0.1175373974578377,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0,28.4,66.29166666666667,21.0625,33.99166666666667,1010.9375,1013.2375,41.75,12.541666666666666,68.0,256.7916666666667,48.25,299.25416666666666,12.683333333333332,1.413333333333333,7.0,7.900000000000002,30.229166666666664,0.11613541666666663,5.772916666666667,131.47916666666669
